plot_id,n_true,n_pred,matched,median_iae,median_ae,fail,dpi,grid,legend,risk_table,censor_marks,degrade,truncate_y,y_min
0,1,2,1,0.07000880725971324,0.06999735586954504,0,200,0,0,0,1,0,1,0.30531487955942127
1,2,2,2,0.08383645610400367,0.08385039449788403,0,80,0,1,1,1,0,1,0.43019526577628986
2,1,1,1,0.11120611228234978,0.11110157237670014,0,120,1,0,0,0,1,1,0.4289238374819831
3,2,2,2,0.14342300096123145,0.14342419979886023,0,80,0,0,0,0,0,1,0.3475592595470926
4,3,1,1,0.09730552315727643,0.09724811020208457,1,120,1,0,0,1,1,1,0.3518418349798044
5,2,1,1,0.10082663876617338,0.10075418647436378,1,200,1,1,0,1,1,1,0.38342774513829225
6,1,2,1,0.17073764691147802,0.17058155810354234,0,120,0,1,1,1,0,1,0.41414344155585037
7,1,2,1,0.09492998830835053,0.09489339214613517,0,120,1,0,0,1,1,0,0.3065783639745657
8,2,1,1,0.03486074443528567,0.03490883956372236,1,80,0,0,0,1,1,0,0.26977972402861367
9,1,1,1,0.07654884565810152,0.07656062098332049,0,120,1,0,0,0,1,1,0.3786480715850851
10,2,2,2,0.04657516544732072,0.04660505249205743,0,80,0,1,1,0,0,1,0.29048918127301926
11,3,1,1,0.30486790658838436,0.30457729576357745,1,120,1,0,0,1,1,1,0.4136226630715006
12,1,1,1,0.23523231783242066,0.23500915078344958,0,120,0,0,0,0,1,1,0.34570566388036567
13,1,2,1,0.028820480002769898,0.028864079703707746,0,120,1,0,1,1,1,0,0.3447761992039671
14,1,1,1,0.08728646253118016,0.08722271862044119,0,80,0,1,0,1,0,1,0.34530088143827237
15,3,3,3,0.01363868716993527,0.013676086333512113,0,80,0,0,1,0,0,0,0.3338027537077223
16,2,0,0,,,1,80,1,1,0,0,0,0,0.2597590556991564
17,3,1,1,0.02281130515684004,0.02291044196038213,1,80,1,1,0,1,1,0,0.3100077923534347
18,3,3,3,0.012366142227192,0.012373249504135162,0,120,1,1,0,1,0,0,0.2894387065753672
19,3,3,3,0.012760501990548082,0.012790678895636577,0,120,1,0,1,1,0,0,0.26490431316554713
20,3,3,3,0.16826442716997125,0.16829457618538052,0,80,0,1,1,0,0,1,0.431407798200248
21,1,2,1,0.11546061021584764,0.11549435334624124,0,200,0,0,1,1,1,1,0.4068353423718497
22,3,3,3,0.10331598259435454,0.1032507892673994,0,200,1,0,1,0,1,1,0.25635560827222126
23,2,2,2,0.02719714812593348,0.02720410207301177,0,120,0,0,0,0,0,0,0.36829634386343296
24,1,2,1,0.0450296123405368,0.045031985103820615,0,200,1,0,0,1,1,0,0.4074548242443893
25,2,3,2,0.12687572837507718,0.12679763202936373,0,120,0,1,0,1,0,1,0.3808469051046266
26,1,2,1,0.10172367882597536,0.10163821936356407,0,200,1,0,0,1,0,1,0.25227035584494967
27,2,2,2,0.11943068608653798,0.11937640260193344,0,80,0,1,0,0,1,0,0.4357350373051507
28,3,2,2,0.10719409030261229,0.10713248250668053,1,200,0,1,0,1,1,1,0.374117480762945
29,3,1,1,0.021987345150144562,0.022000471831932756,1,120,0,0,0,1,1,0,0.40031621937705375
30,3,3,3,0.03605258759300174,0.03605137572819122,0,200,1,1,0,0,0,0,0.32808049249664983
31,2,1,1,0.10146086514986569,0.10144554565977436,1,80,1,0,0,1,1,1,0.2663980094076249
32,1,1,1,0.08815613116881871,0.088070045242991,0,80,0,1,0,1,1,1,0.29440963930751957
33,2,3,2,0.18142378271768939,0.1813174030921909,0,200,0,0,0,1,1,1,0.41010499714377907
34,1,2,1,0.0455314031806328,0.045515223411327806,0,120,1,1,1,1,1,0,0.42604637228312586
35,1,1,1,0.15709699794290158,0.156956067537786,0,200,0,0,1,0,0,1,0.39369591261295966
36,3,3,3,0.03783088341491468,0.03792467915945367,0,80,1,1,1,1,0,0,0.31152114243212664
37,3,3,3,0.12856008217521647,0.12846649941336719,0,80,1,1,0,1,0,1,0.2529728433788412
38,3,1,1,0.06782570446266498,0.06789420968599574,1,80,0,0,0,1,1,0,0.25828632352631986
39,2,2,2,0.023656863425050474,0.02367406388706806,0,80,0,0,0,0,0,0,0.39944010203855107
40,1,1,1,0.05637123557509115,0.05632893507744933,0,80,0,1,0,0,1,0,0.26813677762334404
41,3,3,3,0.13238700925667143,0.13238230340298454,0,120,0,1,0,1,0,1,0.3530513018483601
42,2,2,2,0.01338346659576137,0.01340438371389855,0,200,1,0,0,1,1,0,0.38926684244931337
43,3,2,2,0.01467684947661324,0.014692657901251545,1,200,1,1,1,0,1,0,0.42284963479123233
44,1,1,1,0.0089298555398332,0.008936978526202247,0,200,1,1,1,0,1,0,0.3713639140191937
45,2,2,2,0.025055458355515266,0.025079217485226617,0,200,1,0,0,1,1,0,0.35351611945249134
46,2,2,2,0.040081121234730295,0.04005977510433168,0,120,1,1,0,0,1,0,0.4051968281898833
47,3,2,2,0.1656718966249539,0.1655997035390563,1,80,1,0,1,0,1,1,0.3599965607727167
48,2,2,2,0.11898574424160996,0.11891031948723374,0,200,0,0,0,0,1,1,0.4126882733449692
49,3,1,1,0.052783545596085,0.05278844946577397,1,80,0,1,1,0,1,1,0.39767632933027736
50,3,1,1,0.03663227613410308,0.036857323586612825,1,80,1,1,0,0,1,0,0.33622408413434696
51,2,2,2,0.19226903392218522,0.1922702104243293,0,80,1,0,1,1,1,0,0.3944128938725227
52,1,2,1,0.020185738497850284,0.020224274925534767,0,200,0,1,1,1,0,0,0.2949444178639413
53,2,2,2,0.09859132100402954,0.09853609887594292,0,200,1,1,0,0,1,1,0.26278565029456624
54,1,1,1,0.7575636690068748,0.7573037197945265,0,80,1,1,1,0,0,1,0.257526216962924
55,1,1,1,0.15981840861250118,0.1597071255483406,0,80,1,0,0,0,0,1,0.32236547739532667
56,3,1,1,0.16937272751772492,0.169223746700483,1,80,1,0,0,0,1,1,0.2556828377333338
57,2,2,2,0.10404939115951477,0.10404907153719015,0,120,0,0,0,0,1,1,0.38598268466796093
58,1,2,1,0.12346738862305712,0.12351819449028838,0,200,0,0,1,1,1,1,0.4272631886236715
59,2,2,2,0.18715479235895888,0.187129772944491,0,120,1,0,1,1,1,1,0.40391008651510624
60,2,1,1,0.24708502947255928,0.24706104136608892,1,80,1,0,1,1,1,1,0.3947021300159698
61,1,2,1,0.1234438792751934,0.12344080885437005,0,200,1,0,0,1,1,1,0.3796497052849042
62,3,3,3,0.09285771848254953,0.09286632816804194,0,120,0,1,1,0,0,0,0.2808422957489184
63,2,2,2,0.028920840300597807,0.028941024517196295,0,200,1,0,1,0,1,0,0.42491955068176324
64,1,1,1,0.05188501629573237,0.05191216397101002,0,200,0,1,1,0,1,0,0.37740666065020384
65,3,3,3,0.14998314282817626,0.14989187775492216,0,200,0,0,0,0,0,1,0.38537070459554224
66,1,1,1,0.022968107571182197,0.023042023737647268,0,80,1,0,0,0,0,0,0.42931956437866997
67,2,2,2,0.009728316876584514,0.009741011768365343,0,200,0,1,1,0,0,0,0.357944995918107
68,1,1,1,0.08909776249031512,0.08902469523998138,0,80,0,0,1,0,1,1,0.39645120628751424
69,3,3,3,0.020924991621500678,0.020944062783084968,0,120,0,1,1,1,0,0,0.28505920373032045
70,2,3,2,0.13654751147738964,0.1365656151321769,0,80,1,1,1,1,0,1,0.4156097994076778
71,1,2,1,0.04336660263712326,0.043454558349702896,0,200,1,0,1,1,0,0,0.28739763605005675
72,2,2,2,0.08464857858246572,0.08459658237498308,0,200,1,1,0,0,0,1,0.272351353524299
73,2,2,2,0.07206856506439525,0.0720164963874196,0,80,0,1,1,0,1,1,0.30354377717025827
74,1,1,1,0.6659492085887662,0.6657807823138986,0,80,1,0,1,0,0,1,0.3035658252046331
75,3,1,1,0.041590276039696096,0.04161829526653098,1,120,1,0,0,1,1,1,0.33496642896653384
76,1,2,1,0.015351560159663814,0.015368482850748004,0,120,1,0,0,1,1,0,0.4319503979323967
77,3,3,3,0.02293852839491935,0.02297207806039495,0,200,0,1,1,0,0,0,0.43997111503802494
78,2,1,1,0.03277984896689168,0.032808126855811665,1,120,0,1,1,1,1,0,0.391944189502777
79,1,2,1,0.14169078913112576,0.14158988448309667,0,200,0,1,1,1,1,1,0.31737148939684595
80,2,2,2,0.01475622393083451,0.014762002669437342,0,200,1,0,0,0,1,0,0.42298842918421087
81,3,3,3,0.1013893178781661,0.10130188349211812,0,200,0,1,0,0,0,1,0.3832799724848666
82,1,2,1,0.013479361094650116,0.013476954242860488,0,120,1,0,1,1,1,0,0.3617644943750086
83,3,1,1,0.12605879065920722,0.12598234389343058,1,200,1,0,0,1,1,1,0.31814317911867374
84,2,3,2,0.026922569836321946,0.02695064057116848,0,200,1,0,1,1,0,0,0.2926299272033598
85,3,3,3,0.14616303155149626,0.1460287674891882,0,80,0,0,0,0,0,1,0.43056566942548485
86,2,2,2,0.10425079163756827,0.10416627096811117,0,200,1,1,0,0,0,1,0.39016216331085257
87,1,1,1,0.11795174111957248,0.1178672072436753,0,80,0,0,0,1,0,1,0.375814771245517
88,3,3,3,0.03664548616093901,0.03665070320005389,0,200,1,0,0,0,1,0,0.3170067969094099
89,1,1,1,0.08640496863259514,0.0863682559184543,0,80,0,0,0,1,1,0,0.36190475572336395
90,3,2,2,0.19384298074636644,0.19371863025502073,1,120,0,0,0,0,1,1,0.34306420908199003
91,2,1,1,0.007230052915778815,0.007243152381624195,1,200,0,0,1,1,1,0,0.35708443273516804
92,2,3,2,0.07901908754031721,0.07895630997239594,0,200,1,0,0,1,0,1,0.3471206181079717
93,3,1,1,0.07031768722093353,0.0702770513805858,1,200,0,0,0,1,1,1,0.3928790888528956
94,1,2,1,0.04619171052918183,0.04618962004632249,0,120,1,1,1,1,0,0,0.40936090445176765
95,3,2,2,0.09346825795940014,0.09343103439187882,1,200,0,1,0,0,1,1,0.29430387837469696
96,2,2,2,0.09388238214888403,0.09397053060687306,0,80,0,1,0,0,1,1,0.3368708272792757
97,1,1,1,0.09696263445932307,0.09688456707860005,0,80,0,1,1,0,1,1,0.26613274284020383
98,1,1,1,0.03633812328919183,0.036364662029535484,0,80,1,0,0,0,0,0,0.33980444797519915
99,1,1,1,0.03174980467633487,0.031842575088288055,0,200,1,0,0,0,1,0,0.44153294783783964
100,1,1,1,0.21329480283406343,0.21309625684586755,0,120,0,0,0,0,1,1,0.4057863746329765
101,2,2,2,0.06415874030396196,0.06412794382511292,0,200,1,0,0,0,1,0,0.3305040943843092
102,2,2,2,0.15162813490743526,0.1515053574446395,0,200,1,1,0,0,0,1,0.34980338755802426
103,3,3,3,0.014864514064039642,0.014871148271603003,0,80,1,1,1,0,0,0,0.2563134440689904
104,3,1,1,0.019730094394162775,0.019743073823286342,1,120,0,0,0,1,1,0,0.3940374644227891
105,3,1,1,0.1825250778373144,0.18237767956077255,1,80,0,0,0,1,1,1,0.43053470300353763
106,2,2,2,0.11331754102417689,0.11324673929631751,0,200,1,1,1,0,1,1,0.30841344925259107
107,2,1,1,0.05902832932844791,0.05907926762031869,1,80,0,1,0,1,1,1,0.25504246017576343
108,1,1,1,0.15006100429232538,0.14994525901619077,0,200,0,1,1,0,1,1,0.3904596613661126
109,2,1,1,0.17462847016780092,0.17445600617865298,1,80,1,0,0,1,1,1,0.35356689932521695
110,3,3,3,0.12177189281455449,0.1217478441804218,0,200,1,1,1,1,0,1,0.40455127259826035
111,2,1,1,0.15648796941349014,0.15637051580030645,1,120,1,1,1,1,1,1,0.4307206313361091
112,2,2,2,0.04903151779150582,0.04903391066497624,0,200,0,0,0,1,1,0,0.43084781718675963
113,2,3,2,0.0882542130862036,0.08822108649000698,0,120,1,0,1,1,0,1,0.3379795122039294
114,1,1,1,0.09142678113578899,0.09140478883916546,0,200,1,0,0,0,1,1,0.2817604002927487
115,2,2,2,0.06077663562795487,0.06080691913466918,0,120,0,0,0,0,1,0,0.3046311388448097
116,1,1,1,0.10276880954777413,0.10269160813419904,0,80,1,1,0,1,1,1,0.3332522946163829
117,2,1,1,0.03943355759245372,0.03948816376658265,1,80,0,1,1,1,1,0,0.31541662051225466
118,1,2,1,0.02053776219422692,0.02053052297059943,0,200,1,1,0,1,1,0,0.25027238356956916
119,3,3,3,0.10962571805701586,0.10953647678296496,0,120,1,1,1,0,0,1,0.30265718812985903
120,2,2,2,0.09815362152698728,0.09808497979629738,0,200,1,1,1,1,1,1,0.26899628366541983
121,1,2,1,0.06567667104543326,0.0656382753709801,0,120,0,1,0,1,0,1,0.3106086713808979
122,1,1,1,0.063556852669998,0.06350936896345674,0,200,0,0,1,0,0,1,0.2647065686047695
123,1,2,1,0.2967378206761817,0.2966061222180243,0,120,0,0,0,1,1,1,0.3390390397620944
124,1,2,1,0.007095767800677095,0.007100355766739197,0,120,1,1,0,1,0,0,0.3360934485469463
125,2,2,2,0.1705426810490067,0.17042932410731967,0,200,1,0,0,0,0,1,0.3955531261333641
126,3,2,2,0.09757709556426114,0.09753446772556151,1,200,0,0,0,0,1,1,0.42503940397837675
127,1,2,1,0.04785152561636978,0.04784529505309043,0,120,1,1,0,1,1,0,0.4217115445499732
128,3,3,3,0.11334459139707195,0.11332866533417194,0,120,0,0,0,1,0,1,0.40732226306556624
129,3,3,3,0.10380492946438523,0.10373809174395436,0,120,1,0,1,0,0,1,0.339514029852265
130,1,1,1,0.034886619838389754,0.034885868834362524,0,80,0,1,0,1,0,0,0.2901684783063302
131,3,3,3,0.03773211646825028,0.037758933177420205,0,120,0,0,1,1,0,0,0.41198845818106317
132,1,1,1,0.20949418714240772,0.20946533020396557,0,80,1,0,0,0,0,1,0.258046434837602
133,1,1,1,0.009621093519111536,0.009632828240767008,0,200,1,0,1,0,0,0,0.34841917885535634
134,2,2,2,0.018863519450103363,0.018877032417518806,0,200,0,1,1,0,0,0,0.39608284228780305
135,2,2,2,0.2979936581951437,0.2978871290958901,0,80,1,0,0,1,1,1,0.31119472663217307
136,3,1,1,0.022046420147249772,0.02212086015273768,1,120,0,0,0,1,1,0,0.29989839483416597
137,2,2,2,0.02406997302639933,0.02408278814342682,0,120,1,1,1,0,0,0,0.43185423866377265
138,2,1,1,0.046199568667407535,0.04639785166743802,1,80,0,0,1,1,1,0,0.3168910004876813
139,2,2,2,0.025041556275319773,0.02511173362303181,0,200,1,1,1,1,1,0,0.3312134467443967
140,3,3,3,0.03694142037040682,0.03695552567776594,0,200,1,0,0,1,0,0,0.27457172999692436
141,3,3,3,0.09928790242492457,0.09921047842763896,0,200,0,0,1,0,1,1,0.353939112875747
142,1,1,1,0.13171885662455685,0.13160169537627264,0,120,1,1,1,0,0,1,0.29037025521834536
143,3,2,2,0.08776562123293818,0.08778633163617446,1,200,1,0,0,0,1,1,0.3676108736205307
144,1,1,1,0.1266381571779425,0.12659670540957135,0,120,1,0,1,0,0,1,0.3617172312949608
145,3,3,3,0.15716538988364892,0.15702454406673214,0,200,1,1,0,0,0,1,0.3757187414848035
146,3,3,3,0.03526425644856872,0.035298949923565366,0,200,1,0,0,1,0,0,0.33096688011306813
147,1,1,1,0.01676319779460904,0.016774589971846963,0,120,0,1,1,0,0,0,0.351555856698726
148,1,2,1,0.06972675190423756,0.06969009999573915,0,120,1,0,0,1,1,0,0.2505619729655535
149,1,1,1,0.10811999714171867,0.10801479133847451,0,80,0,0,1,0,1,1,0.3568207483245031
150,1,1,1,0.14441292153174776,0.14431753778682027,0,200,1,1,0,0,1,1,0.307967088463055
151,3,2,2,0.07191646386942421,0.07194082163808861,1,80,0,1,0,0,1,0,0.28210213491887054
152,1,2,1,0.008901873884149368,0.008928010809024549,0,120,1,1,0,1,0,0,0.33535061353748963
153,1,1,1,0.12739214211882666,0.12756052178759272,0,200,0,0,1,0,0,0,0.3419995271166897
154,1,2,1,0.01650897652604509,0.016584392141532952,0,120,0,1,0,1,1,0,0.38776792453281617
155,2,1,1,0.6985254364429677,0.6983263396834483,1,200,1,1,0,1,0,1,0.2905141918229561
156,1,1,1,0.14303964259151952,0.14290458114715976,0,80,0,0,0,0,0,1,0.31650898845168
157,2,1,1,0.012512290652461924,0.012539121590838125,1,120,0,0,0,1,1,0,0.44223354700308254
158,2,2,2,0.09266117769360388,0.09258863725743059,0,80,1,0,1,0,1,0,0.2686562148193439
159,2,2,2,0.02286391794325017,0.022908386843835164,0,120,1,0,1,0,1,0,0.3602097591382995
160,3,3,3,0.1768965312882621,0.17687492157874238,0,80,0,1,1,1,0,1,0.41887857777596793
161,1,2,1,0.01577090637413384,0.015790372417322063,0,200,0,0,1,1,0,0,0.3256753304374234
162,3,1,1,0.2134130650764544,0.21336549112666572,1,80,0,0,0,1,1,1,0.42748499135076756
163,2,1,1,0.08394587524336644,0.08402250254708042,1,120,1,0,1,1,1,0,0.36020499180979093
164,1,1,1,0.15651973771186256,0.15639674775073245,0,80,0,0,0,0,1,1,0.39846588140520484
165,2,3,2,0.04535591533061106,0.04537170888001943,0,80,0,0,1,1,0,0,0.4473587943875676
166,3,2,2,0.06717943040707135,0.0671261581081196,1,120,1,1,1,0,1,1,0.29821764433763914
167,2,3,2,0.10179834130673485,0.10174348522858562,0,200,0,1,1,1,0,1,0.3935462379835535
168,1,1,1,0.04023119385610577,0.040288788649571375,0,80,0,0,1,1,0,0,0.3230447442535494
169,1,1,1,0.10725781911184136,0.10717600541921586,0,120,0,1,1,1,0,1,0.4126376187367904
170,1,2,1,0.01356140316250691,0.013574736374909082,0,200,0,0,0,1,0,0,0.27464750176004316
171,3,1,1,0.032963040233195934,0.03294197162601846,1,120,0,1,0,1,1,1,0.3235718679283644
172,2,2,2,0.25503224214625797,0.2548202769765069,0,120,0,0,0,0,1,1,0.3744200337480553
173,3,1,1,0.08590533006586104,0.08602735452696307,1,80,1,0,1,1,1,0,0.361924183559542
174,2,3,2,0.2004336461277707,0.20040153254300164,0,80,0,0,1,1,0,1,0.3133296774508914
175,1,2,1,0.060314170803320036,0.06039286325337192,0,120,1,0,1,1,1,1,0.2588942492133282
176,1,1,1,0.07216656783824008,0.07215026864167139,0,80,1,1,1,1,1,1,0.33699307472084983
177,1,2,1,0.030242563099208197,0.030262454972581874,0,200,0,0,0,1,1,0,0.30938364558126225
178,3,1,1,0.013752097313216489,0.013872324621096993,1,80,0,1,0,1,1,0,0.37598739578041224
179,2,2,2,0.15522368241985318,0.155104445233526,0,200,1,0,1,1,1,1,0.36365937923707686
180,3,3,3,0.016470111616834905,0.016499067081661285,0,120,1,0,0,1,0,0,0.4496008738046798
181,2,3,2,0.11575065774071655,0.11583137836701468,0,80,1,1,0,1,0,0,0.35624282213032654
182,1,1,1,0.23181736341722808,0.23173357847635648,0,80,1,1,0,1,0,1,0.3179638136934864
183,3,2,2,0.06295896150423551,0.06293016417830641,1,120,1,1,1,0,1,1,0.3846450838472988
184,3,1,1,0.018694844143165235,0.018753438787635274,1,80,0,1,1,1,1,0,0.2957587561471645
185,2,1,1,0.05564044807022209,0.05578150062344285,1,80,0,1,0,1,1,1,0.3320436381200416
186,2,3,2,0.0172972693626467,0.0173046180601307,0,200,0,1,0,1,0,0,0.3712467436154376
187,2,2,2,0.1857352293126584,0.18569350468814683,0,80,1,1,1,1,0,1,0.4381829975509461
188,3,3,3,0.14032299256927921,0.14033052197829304,0,80,1,1,1,0,0,1,0.3764159629222002
189,2,3,2,0.09907693555728973,0.09900335593673318,0,200,1,0,0,1,0,1,0.3540227267602866
190,3,3,3,0.096076623951675,0.09598842772856489,0,120,0,1,0,0,0,1,0.3913544767028388
191,2,3,2,0.07434320636969903,0.07431629266754472,0,120,1,0,0,1,0,1,0.3652391130403699
192,3,2,2,0.08149313625069037,0.08149384863638987,1,120,0,1,0,1,1,1,0.2956122074148694
193,1,2,1,0.016493514529456764,0.016506034954404888,0,200,0,0,0,1,0,0,0.34598355349964866
194,3,3,3,0.17437403738518484,0.1742924967341681,0,120,1,0,0,0,0,1,0.30437641251890646
195,2,2,2,0.02525847862704094,0.025267877046089512,0,80,1,0,1,0,0,0,0.41560120552705654
196,1,2,1,0.1897461494391005,0.18958034237576582,0,80,0,0,0,1,1,1,0.29816937809018684
197,3,2,2,0.06847396716851056,0.06846645113072614,1,80,1,1,0,0,1,1,0.25933789891829273
198,2,3,2,0.125005041571217,0.12500430386944647,0,80,0,1,0,1,0,1,0.41669321723912506
199,3,2,2,0.07884781782782002,0.07880728348395846,1,80,1,0,0,0,1,0,0.3906435860874338
